ISBN,name,one_star_count,two_star_count,three_star_count,four_star_count,five_star_count,average_rating
9786050987379,Krallık,467,1517,6086,9786,6660,3.84
9786050978193,Oğul,645,1555,8055,20120,16894,4.080
9786050953152,Polis,330,1020,5947,19308,19924,4.24
9786257973984,Ayna Ayna,346,1018,2695,2826,1757,3.54
9786256947009,Şair,851,2341,14675,40769,45156,4.22
9786258090345,Tacizci,232,788,4171,10437,9843,4.13
9786254141799,Sana Vadettiğim Her Şey,238,773,3483,8126,8722,4.14
9786050967432,Bıçak,230,740,4020,12661,15082,4.27
9786050934694,Lontano,21,74,492,1157,984,4.10
9786258344882,Mermer Adam,30,102,403,780,542,3.92
9786050934205,Leopar,624,1687,9971,27501,21231,4.10
9786256417281,Tavşan Avcısı,128,560,3348,7432,5708,4.050
9786050907148,Sisle Gelen Yolcu,64,198,779,1690,1622,4.060
9786053437109,Örümcek Ağındaki Kız Millennium Serisi 4.Kitap,3423,10075,42895,66030,40735,3.80
9786258215878,Şifre,177,691,3347,6280,4058,3.92
9786052164419,5.Cinayet,126,416,3076,11256,13469,4.32
9786257359580,6. Yaramaz Çocuk,94,319,1912,6720,14105,4.49
9786054263684,Ateşle Oynayan Kız - Millennium Serisi 2.Kitap,7282,21323,123081,364222,427611,4.25
9789758461769,Sherlock Holmes - Kızıl Saçlılar Kulübü,106,670,4276,6004,4867,3.93
9789752109605,Sır Mısır,0,0,0,1,1,4.50
9789752112018,Gizli Ortaklık,658,1687,3024,1831,1364,3.18
9789752890329,Mutlu Son Yoktur,9,26,165,252,198,3.93
9786053754558,Kızıl Dosya,5616,12917,80369,177839,186166,4.14
9789752732315,Büyü Gibi,144,323,834,631,501,3.42
9789752891852,Aynı Şehre Dönüş,2,13,86,172,100,3.95
9786051860725,Beyaz Yakalı Serseriler - Özel Seri,805,3842,20592,31697,29592,3.99
9786053754763,Sherlock Holmes - Dörtlerin İmzası,1777,7728,43448,65297,46561,3.89
9789752892125,Peygamber Cinayetleri,17,58,199,181,83,3.47
9789752890718,Kelepir Ev,22,55,138,91,20,3.10
9789752118614,Çıplak Ceset,4,43,166,201,71,3.60
9786059961813,Sherlock Holmes - Kızıl Dosya,5616,12917,80370,177840,186166,4.14
9786053480969,Asıl Gerçek,422,1185,7639,16642,14253,4.07
9786053753841,Gazetecinin Ölümü,1,6,13,13,10,3.58
9789752108479,Risk,715,2081,4950,3794,2840,3.41
9786051868868,Sherlock Holmes-Son Vaka,1892,5230,40238,113558,149405,4.30
9786051868899,Ölüm Döşeğinde-Sherlock Holmes,28,168,674,1123,1225,4.04
9789758461776,Sherlock Holmes - Mavi Yakut,95,570,3526,4198,2604,3.79
9786051868806,Dans Eden Adamlar-Sherlock Holmes,22,115,643,1008,788,3.94
9786051868844,Kızıl Çember-Sherlock Holmes,0,0,4,12,7,4.13
9789752897892,Büyük Uyku,3870,8974,33027,59693,54516,3.95
9789752935280,Ekinoks,74,259,551,410,257,3.33
9789752101814,Sarı Oda'nın Esrarı,307,1168,3907,4458,2856,3.66
9786051110875,Hafta Sonu,120,417,1006,663,190,3.16
9786050902938,Temizlikçi,4,13,20,8,6,2.98
9789752102200,Yanlış Yol,212,583,4142,11188,7938,4.08
9789752892149,Holding,0,2,17,14,7,3.65
9786051415772,Malta Şahini,2238,6784,26652,41271,33124,3.87
9789752897465,Çıplak Ayaklıydı Gece,9,88,236,204,80,3.42
9789752113800,Beyaz Eldiven Sarı Zarf,5,19,51,30,16,3.27
9789752106895,Kar Kraliçesi,182,770,3319,5276,4103,3.90
9786059961806,Shelock Holmes - Dörtlerin Yemini,1777,7728,43448,65297,46561,3.89
9786055358204,Sherlock,328,1142,4548,5949,2794,3.66
9786055358006,Kanlı Kumpas,0,0,0,0,0,0.00
9786051867861,İmparator,0,0,0,0,1,5.00
9786053045748,Sır Mısır,0,0,0,1,1,4.50
9786050946352,Derindekiler-Dönüşüm,0,1,5,7,4,3.82
9786050945072,Derindekiler 2-Yem,0,0,4,9,6,4.11
9786050935660,Yansıma 2 - Luda Kuka,0,0,2,4,8,4.43
9786050937619,Derindekiler - Şüphe,0,2,10,10,6,3.71
9786050925685,Kanın Günlükleri - Buz Ateşi,393,1070,4166,5722,4894,3.84
9786050938234,Kanın Günlükleri - Buz Öpücüğü,86,424,2281,4141,3531,4.010
9789758733057,Jhereg-Bir Vlad Taltos Macerası,192,534,2618,5692,6215,4.13
9786050917833,Melek 3 Son Savaş,132,287,1111,1998,2634,4.090
9786050942989,Kanın Günlükleri 3 - Kristal Krallık,104,353,1746,3267,3290,4.060
9786050942835,Yansıma 3 - Nadven,0,0,1,5,8,4.50
9786052651124,Galaktik Trenyolu'nda Gece Vakti,46,249,1050,1372,991,3.81
9786050946598,Beşinci Mevsim-Kırık Diyar 1.Kitap,3530,8221,32742,98784,147655,4.30
9786050947403,Hilebaz Büyücü,195,711,3467,8077,5924,4.020
9789944485906,Sardunyaların Gazabı,0,1,0,0,0,2.00
9786050058161,Marzipan'ın Yükselişi,0,0,0,0,0,0.00
9786053759911,Ağrı Dağı Yolcusu Kalmasın,3,41,96,88,48,3.50
9789944829281,Kırılmayan,272,839,2507,3152,2868,3.78
9786050923490,Karanlık Elementler 1 - Kimi Öptüğüne Dikkat Et!,1258,2769,13064,31215,37259,4.17
9786050942293,Gecenin Kanatları,3,5,14,6,4,3.090
9786053481164,13: Dönüşümün Ardından,0,0,0,0,0,0.00
9789758733088,Yendi-Bir Vlad Taltos Macerası,29,207,1758,3911,3405,4.12
9786053046585,Proti Adası'nın Esrarı,0,0,0,0,0,0.00
9786050058871,Kanatlı Tehlike ya da İblis'in Ziyareti,0,0,0,0,0,0.00
9789758733347,Bir Vlad Taltos Macerası-Athyra,27,210,1251,2489,45341,4.030
9789758733293,Bir Vlad Taltos Macerası-Phoenix,9,135,1169,2893,2519,4.16
9789758607273,Dr. Moreau'nun Adası,1785,8570,39001,49168,27064,3.73
9786050949902,Ventura Efsanesi 2.Kitap-Kayan Yıld,15,41,154,156,95,3.60
9786052382820,Lejyon,282,1116,7308,17954,15828,4.13
9786052382516,Lejyon-Yitik Suretler,32,195,1393,3092,2828,4.13
9786254486517,Mürekkepsiz Günlükler,0,0,0,0,0,0.00
9786053047056,Proti Adası'nın Esrarı 2 - Zaman,0,0,0,0,0,0.00
9786050961713,Lanetli 3-Cesur,294,1442,6526,9846,7728,3.90
9789758733156,Artemis Fowl 2-Kuzey Kutbu Macerası,2262,6655,36192,60845,50509,3.96
9786051420080,Prydain Günlükleri Kitap 2 - Kara Kazan,909,1886,11681,24816,26132,4.12
9789758733620,Artemis Fowl 4-Opal'in Oyunu,1762,4984,28683,53252,51648,4.050
9786051420097,Prydain Günlükleri Kitap 2 - Llyr Kalesi,339,1025,8227,15162,13841,4.070
9786050969511,Atlas Ateş-Kayıp Kral,0,0,1,5,7,4.46
9786050968378,An Assasin's Creeed Series-Last Descendants-Tanrıların Kaderi,6,32,94,183,175,4.00
9786050950182,Assassin's Creed Series-Kağanın Mezarı,6,40,159,288,294,4.050
9786050930078,Lanetli,1017,2981,12127,21190,18053,3.94
9786050963342,Duman Hırsızları 1.Kitap,225,658,2338,3761,2419,3.80
9786052650530,Tuz ve Fal İmparatoriçesi,383,1835,8796,16269,11377,3.94
9786052650523,Kaplan Dağdan İnince,44,283,2603,7332,6176,4.17
9786053044352,Büyülü Sırlar-Cadı Sophie'nin Maceraları 3,3,5,29,62,177,4.47
9786257442152,Karakambur,1,1,4,3,2,3.36
9786258475401,Yeşil Bambu ve Diğer Fantastik Öyküler,36,187,801,1032,585,3.74
9786053751960,Gölgemizin Sesi,30,111,393,516,385,3.78
9786254489518,Zan - Bir Arifin Fantastik Romanı,0,0,2,3,2,4.00
9786050969023,Kayıp Gökyüzü,112,658,3249,5686,4125,3.94
9786050951745,Kara Hançer Kardeşliği 3-Dirilen Sevgili,1632,3770,18750,48719,11457,4.43
9799758733124,Ultima Teknokrat Savaşı 3.Kitap-Kargaşa,0,0,8,12,16,4.22
9789758733064,Ultima Teknokrat Savaşı 2.Kitap-Maskeli Balo,0,0,9,13,16,4.18
9789758733477,Büyünün Beklentisi-Son Haneden Büyücüsü Üçlemesi 2,149,656,3633,7152,10168,4.22
9789758733439,Büyünün Kuklası-Son Haneden Büyücüsü Üçlemesi 1,425,1044,4296,8537,13369,4.21
9786257913157,Odd ve Ayaz Devleri,288,1160,8216,16073,10944,3.99
9786052650851,Pas,0,4,6,7,2,3.37
9786059800341,Alcatraz 5-Kara Yetenek,71,230,1532,3501,3184,4.11
9786059800334,Alcatraz 4-Kırık Mercek,39,260,2265,5176,4554,4.13
9786050945652,Bininci Kat 2-Yükseklik Sarhoşluğu,204,893,4846,8569,5435,3.91
9786254480300,Kanlı İlahi,910,2191,6860,7942,7431,3.74
9786254486319,Alemlerin Savaşı,0,0,0,0,0,0.00
9786254483196,Lanetli Masal,1138,3085,9851,13569,15032,3.90
9786057762115,Dünyanın Ötesindeki Orman-Unutulmuş Fantastik Klasikler,78,267,723,595,440,3.50
9786050979916,Holly Chase'in Öteki Hayatı,211,788,4585,9737,5813,3.95
9786052650370,Galateia: Bir Öykü,891,3905,24069,45892,27583,3.93
9786053754091,Jamrach'ın Canavarları,258,820,2418,2947,1485,3.58
9786052651452,Prosper'in İblisi,122,471,1698,2492,1310,3.72
9786059800327,Alcatraz 3-Kristalya Şövalyeleri,53,248,2617,5998,5096,4.13
9786052382691,İsimsizin Çocukları,24,97,716,1284,735,3.91
9786053044185,Gizli Büyü-Cadı Sophie'nin Maceraları 2,5,9,53,79,153,4.22
9786053044406,Sihirli Kutu-Cadı Sophie'nin Maceraları 4,2,5,24,55,126,4.41
9786050058659,Artemis Fowl ve Kayıp Koloni,4112,7096,31415,55124,60051,4.010
9786053043164,Vampir Günlükleri-Stefan Günlükleri 3-Açlık,0,0,1,1,0,3.50
9786053045748,Kırık Taçlar - Tecrit Günlükleri 3,40,120,502,447,272,3.57
9786053046233,Artemis Fowl - Son Muhafız,16,59,263,316,345,3.92
9786051429786,Karanlık Büyü,42,229,659,479,273,3.42
9786053044086,Cadı Sophie'nin Maceraları,6,20,84,116,196,4.13
9786053043706,Gool-Tuz Üçlemesi 2,8,26,96,79,39,3.46
9786053046103,Çırpınış - Kanım Sana Ait Serisi Üçüncü Kitap,299,1204,4546,6626,7005,3.96
9786051712703,Jonathan Strange ve Bay Norrell 1,28,82,269,467,397,3.90
9786051429793,Sessizler,713,2297,5875,5079,2469,3.38
9786053044154,Topal Adam-Tuz Üçlemesi 3.Kitap,2,14,55,45,23,3.53
9786053044628,Son Büyü-Cadı Sophie'nin Maceraları 5,1,4,21,36,137,4.53
9786053044949,Atlantis Saplantısı,842,3433,14052,21195,21838,3.97
9786053046394,Yemin - Kanım Sana Ait Serisi Beşinci Kitap,81,130,395,546,748,3.92
9786054560592,Nick Günlükleri Sonsuzluk,1258,2449,7712,13685,17984,4.040
9786051426532,Mezardan Uyanan,345,896,4441,11309,16392,4.27
9786053046301,Seçim - Kanım Sana Ait Serisi Dördüncü Kitap,278,907,3503,5788,6396,4.010
9786053045762,Saf Kan - Bir Nocturne Şehri Romanı 2,45,149,665,850,526,3.74
9786053759683,Koralin,12833,26183,123625,263758,305514,4.12
9786258387346,Çiftçinin Savaşı,5,43,266,348,307,3.94
9786052382103,Lejyon 2-Kayıp Cesedin Peşinde,67,425,3785,9458,7466,4.12
9786257586207,Alcatraz Kötü Kütüphanecilere Karşı,511,1650,7952,12610,9987,3.91
9786053754176,Son Kurtadam,1001,2066,4897,5586,2983,3.45
9786057762504,Elfdiyarı Kralı'nın Kızı,186,608,2187,2753,2502,3.82
9786257913522,Conan: Ejderhanın Saati - Unutulmuş Fantastik Klasikler,28,148,925,1785,1847,4.11
9786051863399,Cennetin Çocukları,370,1008,2954,3821,3948,3.82
9786051867489,Cennetin Elitleri,0,0,0,0,1,5.00
9786051869902,Aynadakiler,0,0,1,0,5,4.67
9786053480198,Saklı Geçit,326,595,1654,2451,3439,3.95
9786053045908,Supernatural - Soğuk Ateş,10,34,172,255,263,3.99
9786053045816,Kader - Kanım Sana Ait 2. Kitap,332,1238,4836,7523,7630,3.97
9786053045502,Kanım Sana Ait,1254,2445,7006,9259,10122,3.82
9786258475425,Kiki'nin Cadı Kargosu - 1,52,340,3337,8085,6959,4.15
9786053759782,Zeplin,27,183,790,1739,1335,4.020
9786057762092,Fantastes,228,818,2780,3746,3953,3.90
9786257913423,Kurtadam,14,87,307,483,338,3.85
9786053754527,Sessizliğin Müziği,5248,11976,32886,48277,53366,3.87
9786050918298,Steelheart,2343,5877,29051,74584,74657,4.14
9786258387247,Prensin Kılıcı,0,0,0,0,1,5.00
9786053753650,İstanbul'un Gizli Büyücüleri,5,8,7,3,1,2.46
9786053042877,Gündüz Mesaisi,123,676,5256,9785,7128,4.010
9789758733002,Artemis Fowl 1,18209,39754,127646,181683,185609,3.86
9786053046165,Supernatural - Efsane Yaratan,0,0,0,1,1,4.50
9786053043119,Tuz,0,0,0,0,0,0.00
9786051424163,Kara Şafak - Morganville Vampirleri - Kitap 12,133,580,3271,6494,9630,4.24
9786051423524,Susuzluk ve Tören,0,0,0,0,0,0.00
9786051426976,Gecenin Düşüşü - Morganville Vampirleri 14. Kitap,89,327,2019,4337,5747,4.22
9786053040880,Yeni Çocuk,0,0,0,1,0,4.00
9786053041306,Sonsuzluk Ölüsü,5922,10803,24718,25442,22148,3.53
9786053043539,Gece Mesaisi,125,521,3694,7995,7230,4.11
9786053040897,Yeni Çocuk 2 - Diriliş,1,0,0,0,1,3.00
9786051852294,Aşk Yeniden İcat Edilmeli,2,2,4,1,5,3.36
9786053041818,Çifte Bela,345,1162,6168,15570,20745,4.26
9786257442169,Bozadam,1,3,6,5,0,3.00
9789750843884,Gül Bağı-Sör Benfronun Şarkısı 2,0,0,0,0,0,0.00
9786050320145,Atlantis'in Kalbi-Poseidon Savaşçıları,16,65,312,740,1228,4.31
9786051869858,Sonbahar Fısıltıları-Ayın Kardeşleri Serisi 14.Kitap,13,87,364,706,992,4.19
9786050322231,Canavar Oğlan,23,66,242,307,207,3.72
9786055016821,Işıltı,24,86,497,1354,1708,4.26
9786057762245,Jurgen: Bir Adalet Komedisi,35,83,258,341,336,3.82
9786051424583,Ateşli Kalp,778,1792,9210,25016,41404,4.34
9786051425481,Gizli Çember,254,945,4031,5846,8421,4.090
9786051712727,Jonathan Strange ve Bay Norrell 3,9,12,71,176,204,4.17
9786053045663,Kül ve Tüy - Büyük Kütüphane 3,23,197,1846,4723,3401,4.11
9786053045236,Supernatural-Geçiş Ayini,0,0,1,2,1,4.00
9786051712710,Jonathan Strange ve Bay Norrell 2,54,71,269,529,508,3.95
9786053044536,Meredith Gentry-Mistral'in Öpücüğü,501,1879,6781,10110,14171,4.060
9786053046448,Kayıp Ak Kitap - En Büyük Lanetler İkinci Kitap,236,1331,7125,11834,9614,3.97
9786053041825,Kuşadam,240,747,3521,7084,8815,4.15
9786053043591,Kara Mücevher,112,432,2164,3566,2681,3.92
9786053046981,Savaşçı Prenses - Birinci Kitap,103,272,739,845,726,3.68
9786053043201,Gölgesiz Kız,227,547,1528,2020,1814,3.76
9786051429014,Gün Işığı,78,267,1589,3445,5498,4.29
9786053045717,Supernatural - Etten Heykeller,22,60,281,396,604,4.10
9786051426990,Yakut Çember,547,1800,7871,16924,24910,4.23
9786053046950,Peri Diyarı 1.Kitap,561,1294,3246,3026,3088,3.61
9786258387599,Sonsuz Kış,31,115,654,1032,613,3.85
9786052651315,Kaos Sarayları - Amber Yıllıkları 5,137,673,4206,8349,10212,4.18
9786053754435,Gormenghast 2. Kitap,497,802,2224,4248,6515,4.080
9789750802942,Harry Potter ve Felsefe Taşı - 1.Kitap,177013,201438,891096,2451373,6785782,4.47
9786050935431,Ayışığı- Hırsız,0,0,2,4,9,4.47
9786057762801,Yolun Sonundaki Okyanus,12390,32590,119467,239921,234922,4.020
9786053754749,Talulla'nın Yükselişi,89,256,1223,1879,1000,3.77
9786053047858,Yedinci Kız - Peri Diyarı Serisi Üçüncü Kitap,84,302,1180,1352,1493,3.88
9786051737157,Vampir-Ölümsüzlerin Tarihi 2,18,69,246,342,216,3.75
9786055069896,Başlangıca Kadar,0,0,0,0,0,0.00
9786053754220,Özgürlük Uğruna,0,3,8,19,25,4.20
9786053753285,Tanrıların Alfabesi - Perg Efsaneleri 4. Kitap,0,2,23,52,43,4.13
9786254483622,Doğruluk Cadısı,1628,3338,11210,21066,14989,3.85
9786050940930,Bininci Kat,1682,4376,12681,16969,10670,3.66
9786051425535,Demir Druid Günlükleri - Hileci,174,813,7154,19737,21696,4.25
9786051424477,Kurşun,1418,2935,7596,10210,12940,3.86
9786051429182,Cehennem Ekspress Lunapark,1,1,2,8,9,4.10
9786053042464,Demir Druid Günlükleri-Dövmeci,94,524,4228,12358,14334,4.28
9786053045885,Okuyucu ve Canavar - On İki Ev Serisi 4.Kitap,33,158,988,2260,2139,4.13
9786053044765,Kara Tanrıça,27,88,318,530,523,3.97
9786053041047,Telema,604,1479,5597,8362,11130,4.030
9786053044918,Şeytan Koleksiyoncusu,2,8,52,63,44,3.82
9786053044857,Meredith Gentry-Öldüren Buz,411,1524,5764,10109,15056,4.15
9786053044482,Supernatural-Çakalın Öpücüğü,31,104,332,487,811,4.10
9786053041566,Ölüm Öpücük,905,2242,6219,7395,9598,3.86
9786053042006,Ben Efsaneyim,1422,5487,26353,56772,49363,4.060
9786053046141,Duman ve Demir - Büyük Kütüphane 4,10,99,1114,3479,2871,4.20
9786053044345,İnfazcı-Demir Druid Günlükleri,369,899,2910,5099,5872,4.00
9786053045878,Karanlık Ayın Koruyucusu - On İki Ev Serisi 3.Kitap,20,133,1101,2297,2054,4.11
9786053044789,Gece Hayatı-Bir Nocturne Şehri Romanı,242,577,1509,1424,908,3.47
9786053041313,Uzak Yıldızlar - Bir Ay Günlüğü Kitabı,639,2449,17636,39014,40013,4.16
9786053045458,Supernatural-Taze Kan,0,0,1,0,3,4.50
9786053047551,Kayıp Kraliçe - Peri Diyarı 2.Kitap,96,426,1467,1616,1679,3.82
9786053044994,Supernatural-Gece Dehşeti,32,111,393,594,975,4.13
9786053046431,Dörtleme,8,69,485,571,342,3.79
9786053042983,Kazıkçı,108,474,3288,9231,10340,4.25
9786051426310,Buzkentin En Soğuk Kızı,2253,5587,17260,26658,22955,3.84
9786051425467,Dört - Bir Uyumsuz Koleksiyon Kitabı,4062,14343,54950,82102,82941,3.95
9786053041030,Cadı,0,0,0,0,0,0.00
9786051423890,Demir Druid Günlükleri - Büyücü,301,1202,9704,25700,26827,4.22
9786051423913,Demir Druid Günlükleri - Çekiççi,282,1358,8549,21139,23468,4.21
9786051425566,Demir Druid Günlükleri - Tuzakçı,129,770,6284,17653,20320,4.27
9786051425511,Demir Druid Günlükleri - Avcı,162,618,5054,14877,18007,4.29
9786051428826,Ölüm Listesi,796,1993,6499,9224,11878,3.97
9786053045892,Talih ve Kader - On İki Ev Serisi 5.Kitap,19,123,897,1702,1467,4.060
9786052651292,Tekboynuz'un İşareti - Amber Yıllıkları 3,82,549,3830,7701,7964,4.14
9786257650458,Yıldız Tozu,5258,16291,84403,182438,180525,4.10
9786258475791,Tüm Panayırların Heyulası: Kayıp Rıhtım Öykü Antolojisi,0,4,17,25,12,3.78
9786257550895,Fable,779,3783,21065,44666,32677,4.020
9786052651308,Oberon'un Eli - Amber Yıllıkları 4,85,439,3295,7637,8680,4.21
9786053753704,Mongoliad 2. Kitap,73,376,1524,2007,1002,3.70
9786053758754,Orsinya Öyküleri,37,176,694,776,443,3.66
9786258327748,Tuhaf Şeyler Oluyor,141,553,1500,2154,1934,3.83
9786052651278,Amber'de Dokuz Prens - Amber Yıllıkları 1,24250,3292,10817,19230,24250,4.050
9786052651520,Vahşi Kadınlar,50,323,1833,2455,1306,3.78
9786053048039,Kızıl Kehribar,0,0,4,7,4,4.00
9786053754473,Titus Tek Başına,223,847,1973,1595,1162,3.45
9786053753117,Merderan'ın Sırrı - Perg Efsaneleri 2. Kitap,0,3,43,66,55,4.040
9786053753162,Bataklık Ülke Perg Efsaneleri 3. Kitap,0,3,35,54,43,4.010
9786254486432,Kanla Yazılı,1188,2196,7629,20384,31110,4.25
9786053750987,Gece Yarısına On Üç Gün,123,434,1245,1332,1076,3.67
9786257550918,Tahtın Köpeği,10,78,412,543,392,3.86
9786258401684,İokaste'nin Çocukları,91,429,2220,4377,2502,3.91
9786057762160,Sonbahar Ülkesi,116,629,3674,7967,7503,4.11
9786053045366,Meredith Gentry-Kutsal Suçlar,460,1469,5113,7899,11234,4.070
9786053047971,Rus Kafesi - Silahşor Rose Serisi 3,27,154,1461,3318,2680,4.11
9786053041733,Mürekkep ve Kemik,369,1180,6426,13859,8855,3.97
9786053046424,Bulanık Sular,122,426,1925,4086,3325,4.020
9786053045588,Lacivert,28,23,73,121,195,3.98
9786254491719,Kraliyet Suikastçısı - Farseer Serisi 2.Cilt,1801,5339,26534,77871,100161,4.27
9786053046035,Kolay Bir Ölüm - Silahşor Rose Serisi 1,246,893,4386,6957,4369,3.85
9786053047636,Kader Yolu - Savaşçı Prenses İkinci Kitap,19,99,309,428,357,3.83
9786053048053,Zümrüt Alev - Savaşçı Prenses Serisi Üçüncü Kitap,0,0,0,0,0,0.00
9786053045670,Canavar,157,450,1530,1898,1586,3.77
9786053755784,Kanla Yaşıyoruz,49,163,703,864,475,3.69
9786053753940,Mongoliad 3. Kitap,45,193,1004,1627,1002,3.86
9786257913348,Karahindiba Şarabı,1508,3718,13177,23588,31364,4.080
9786257650427,Captain America: Karanlık Planlar,1,24,112,94,56,3.63
9786053751809,Şamanlar Diyarı,2,3,33,65,76,4.17
9786258387117,Akşamı Çöz - Yıldızların Kanı Serisi 2. Kitap,301,1819,7622,10013,6023,3.76
9786258327922,Troyalı Kadınlar,236,1147,6365,10604,5320,3.83
9786258387698,Girdap Görüleri - Girdap Günlükleri 1. Kitap,71,207,1150,2196,2004,4.040
9786258475722,Cadının Yüreği,750,2538,10076,21332,20072,4.050
9786258387360,Efsane,234,1856,12510,26928,18790,4.030
9786057762108,Yedikuleli Mansur,2,11,72,145,122,4.060
9786257913980,Kurtadamın Kutsal Kitabı,172,497,1242,1878,1764,3.82
9786257913362,Kızların Suskunluğu,1296,5230,22786,41602,27357,3.90
9786257650793,Yalancılar İçin Sihir,536,2775,11346,13388,5704,3.62
9786257650694,Spider-Man: Öfkeli Kanatlar,10,50,211,216,120,3.64
9786053758464,İskandinav Mitolojisi,3002,8976,57658,142190,118979,4.10
9786052651285,Avalon'un Tüfekleri - Amber Yıllıkları 2,123,804,4559,9355,9966,4.14
9786053046158,Cam Tanrı - Büyülüler Kulübü Serisi İkinci Kitap,0,0,0,0,0,0.00
9786053043133,Meredith Gentry-Ay Işığının Dokunuş,617,2107,8190,13646,17197,4.070
9786051425429,Meredith Gentry,1687,3617,11288,18429,24778,4.020
9786053046073,Başıboş Ruhlar - Büyülüler Kulübü Serisi Birinci Kitap,70,92,451,886,609,3.89
9786053047568,Zor Bir Yıkım - Silahşor Rose Serisi 2,56,253,2060,4178,2892,4.020
9786053755838,Gümüş Damarları - Drizzt Efsanesi 5,215,1271,7898,16400,18576,4.17
9786050958362,Caraval 2-Legend,1839,9317,55214,136483,123413,4.14
9786055381066,T. S. Spivet'in Seçme Eserleri,137,612,2004,3320,2563,3.88
9786051736365,Sian Cadısı,0,0,2,4,3,4.11
9786053759676,Kara Panter Kimdir?,3,15,70,116,106,3.99
9786053755586,Sürgün - Drizzt Efsanesi 2,475,1750,10415,24741,31277,4.23
9786055381660,Lockwood ve Ortakları 1 - Haykıran Merdiven,764,1352,8381,27647,30013,4.24
